customer_id,customer_name,age,gender,income,loyalty_points,is_member,order_date,order_time,product_1,product_2,product_3,product_4,product_5,category_1,category_2,category_3,category_4,category_5,price_1,price_2,price_3,price_4,price_5,quantity_1,quantity_2,quantity_3,quantity_4,quantity_5
1084,Stephen Wilkins,47,Female,42987.88,457,True,2022-05-10,06:58:21,D,G,I,P,T,Clothing,Office,Snacks,Sports,Beauty,492.98,74.73,4.71,16.95,7.69,1,3,12,49,20
1085,James Perez,30,Other,43922.76,638,False,2022-11-22,21:45:55,C,F,J,M,T,Electronics,Home,Drinks,Toys,Health,470.08,30.64,41.25,17.77,2.24,2,7,13,11,5
1086,Stephen Winters,32,Other,40893.96,803,True,2022-12-17,09:56:26,A,H,K,P,Q,Books,Office,Snacks,Toys,Beauty,460.23,185.83,41.78,13.36,8.76,2,7,5,16,37
1087,Amber Brooks,35,Male,56607.25,28,True,2022-11-02,23:15:18,A,H,K,N,R,Books,Outdoor,Food,Toys,Pets,183.16,160.01,46.02,15.68,7.04,4,7,18,24,49
1088,Katrina Buckley,60,Male,55577.31,453,True,2022-07-22,23:29:39,D,H,I,M,T,Electronics,Office,Food,Games,Pets,380.53,156.18,37.84,2.99,9.74,3,7,2,27,77
1089,Rebecca Thomas,59,Male,55695.5,909,True,2022-08-28,18:37:19,D,F,I,O,S,Books,Outdoor,Food,Sports,Beauty,211.79,73.58,17.97,13.06,6.34,3,1,12,2,6
1090,Lauren Porter,44,Female,51673.35,568,False,2023-01-15,20:14:00,A,G,J,P,S,Books,Home,Drinks,Sports,Pets,272.48,199.37,31.03,17.61,9.61,3,7,10,17,27
1091,Terry Patterson,35,Other,45179.37,990,True,2022-09-17,06:27:09,C,H,J,P,Q,Clothing,Outdoor,Snacks,Games,Pets,21.93,134.7,22.46,8.89,4.1,4,4,16,43,61
1092,Charles May,57,Female,41806.61,746,False,2023-01-16,21:53:07,A,H,L,N,Q,Electronics,Home,Drinks,Toys,Health,51.78,59.19,15.72,13.93,6.22,4,4,1,44,52
1093,Debra Smith,20,Male,54086.17,271,True,2022-07-30,02:28:53,D,H,K,N,S,Clothing,Office,Drinks,Sports,Health,489.49,36.61,42.96,10.9,4.38,2,1,16,45,39
1094,Rhonda Williams,26,Female,48235.63,584,False,2022-05-03,19:57:54,C,H,L,N,T,Electronics,Outdoor,Drinks,Sports,Beauty,174.5,128.63,46.93,9.21,4.9,1,3,15,2,75
1095,Jennifer Cox,29,Other,59935.08,500,True,2022-11-29,15:15:51,A,F,J,P,R,Clothing,Outdoor,Drinks,Games,Pets,275.64,78.72,44.27,5.94,4.43,1,1,10,21,5
1096,Cameron Mathews MD,22,Other,66956.87,141,True,2022-10-31,18:51:26,B,E,I,N,T,Electronics,Outdoor,Drinks,Games,Pets,58.77,142.9,16.49,16.06,9.34,4,2,18,4,40
1097,Ivan Keith,37,Other,68705.22,994,True,2023-03-10,23:26:07,B,G,J,P,T,Books,Outdoor,Drinks,Sports,Pets,102.87,144.44,18.92,19.55,9.23,1,6,3,46,98
1098,Hayley Gonzalez,64,Female,47733.06,891,True,2023-01-24,18:23:26,B,F,L,O,Q,Clothing,Home,Snacks,Games,Pets,62.23,197.22,40.49,17.24,2.16,3,5,10,49,76
1099,Trevor Gill,20,Other,56566.37,751,True,2022-10-28,15:43:05,C,E,K,M,T,Books,Home,Drinks,Games,Beauty,311.87,133.32,44.17,16.31,1.1,3,8,11,17,14
1100,Diana Diaz,26,Other,37072.7,739,False,2023-01-15,11:15:15,D,F,K,M,S,Clothing,Outdoor,Drinks,Games,Health,245.87,191.71,12.64,14.28,8.79,2,4,9,6,85
1101,Nancy Smith,31,Male,63304.87,727,True,2023-02-01,21:00:20,A,F,K,N,R,Clothing,Office,Food,Toys,Beauty,488.3,135.17,37.64,9.65,5.6,2,3,7,30,68
1102,Erik Tucker,57,Male,50855.68,308,True,2022-10-06,21:49:49,C,E,I,N,T,Electronics,Office,Snacks,Games,Health,337.84,33.99,2.28,14.8,2.14,4,9,10,6,69
1103,Kimberly Beck,25,Female,76160.56,134,False,2022-04-15,19:09:23,A,E,I,O,Q,Clothing,Outdoor,Food,Toys,Pets,274.91,7.02,7.25,14.24,5.2,1,8,4,29,93
1104,Andrew Contreras,31,Male,52708.44,857,True,2022-10-30,11:35:59,D,F,J,N,Q,Books,Office,Drinks,Sports,Beauty,186.72,48.69,21.18,10.55,4.68,3,4,13,41,70
1105,Aaron Hamilton,18,Other,37125.6,936,False,2022-06-29,23:54:26,D,E,L,M,T,Electronics,Home,Snacks,Games,Beauty,362.91,71.63,38.64,7.58,9.58,3,8,12,2,35
1106,Randy Hall,47,Male,59761.51,560,False,2022-07-08,20:21:50,B,E,J,N,S,Books,Home,Snacks,Games,Pets,126.01,173.82,30.16,3.19,6.97,3,9,14,46,69
1107,Jose Rodriguez,44,Other,61391.83,859,False,2022-11-21,09:38:22,A,E,L,O,T,Clothing,Home,Snacks,Sports,Pets,492.51,44.61,20.53,5.04,7.63,1,6,13,11,67
1108,Donald Dillon,22,Other,49626.85,181,False,2022-10-31,23:54:48,C,H,J,O,Q,Clothing,Outdoor,Snacks,Toys,Health,185.83,80.89,33.2,3.07,6.29,4,1,8,18,29
1109,Kevin Brown,24,Male,54936.24,132,False,2022-05-27,20:32:54,D,G,I,N,R,Electronics,Office,Food,Games,Beauty,427.84,198.95,6.52,15.01,2.24,1,7,14,41,56
1110,Kathryn Edwards,39,Male,44482.85,993,True,2023-02-05,10:43:11,D,H,L,O,R,Books,Office,Snacks,Games,Pets,349.03,166.18,42.41,17.38,6.6,1,5,10,16,77
1111,Dakota Mclaughlin,32,Female,60013.82,927,False,2022-10-11,13:06:25,D,H,I,P,S,Books,Outdoor,Snacks,Sports,Pets,343.06,142.83,26.26,12.02,6.42,2,3,11,36,88
1112,Sean Hernandez,55,Male,56750.5,134,True,2023-03-13,12:17:52,D,F,I,P,T,Books,Outdoor,Drinks,Sports,Health,155.89,86.82,2.19,5.65,5.26,2,9,1,48,3
1113,Whitney Elliott,31,Other,52931.09,298,True,2022-09-04,21:18:54,A,F,J,N,Q,Electronics,Office,Drinks,Toys,Beauty,242.61,184.54,3.62,12.5,7.37,2,7,13,8,96
1114,Nathaniel Hall,31,Other,59132.14,864,False,2022-12-28,17:11:30,A,E,K,N,T,Clothing,Outdoor,Drinks,Games,Pets,434.35,184.97,36.79,16.12,3.89,2,9,2,21,34
1115,Gary Cole,46,Male,57256.06,897,True,2022-09-19,09:12:42,C,E,J,N,R,Electronics,Office,Snacks,Sports,Pets,110.35,132.09,23.65,12.27,4.45,4,5,6,40,33
1116,Angela Drake,55,Male,38403.35,942,True,2022-08-31,07:07:44,C,E,K,O,Q,Books,Outdoor,Food,Games,Health,301.72,149.18,25.17,9.4,5.6,3,9,10,37,88
1117,Sharon Watts,52,Female,53109.03,704,False,2023-01-15,11:30:41,B,H,K,P,Q,Electronics,Outdoor,Snacks,Sports,Pets,303.5,147.51,40.59,18.13,4.82,2,5,8,13,12
1118,Kathleen Walker,50,Female,57745.07,472,False,2022-10-21,16:19:50,A,E,K,M,S,Electronics,Office,Food,Games,Beauty,344.3,82.76,42.87,7.61,2.35,4,3,18,20,86
1119,Victoria Lee,49,Other,45502.22,143,False,2022-10-08,00:02:03,B,F,K,N,T,Electronics,Home,Snacks,Games,Pets,412.54,120.42,16.18,14.23,5.97,1,7,8,5,53
1120,Jennifer Baldwin,30,Male,45627.32,658,True,2022-10-12,12:27:26,C,E,K,P,T,Books,Office,Snacks,Sports,Pets,267.09,131.2,29.04,3.23,5.55,1,3,15,19,65
1121,Samantha Thomas,28,Female,44250.84,881,True,2022-05-04,04:23:37,B,H,I,P,S,Electronics,Outdoor,Snacks,Sports,Beauty,10.19,125.6,28.59,3.07,8.12,2,7,12,20,30
1122,David Macdonald,42,Male,35737.49,503,True,2022-08-01,06:56:49,B,G,K,P,S,Books,Home,Drinks,Toys,Beauty,436.37,105.24,10.74,10.31,3.41,2,7,12,14,38
1123,Maria Wang,47,Other,58176.89,131,True,2022-04-14,20:45:36,C,E,I,N,S,Books,Home,Food,Sports,Health,448.27,167.17,34.91,7.78,5.67,3,5,19,22,2
1124,Susan Solis,37,Male,45982.57,38,False,2022-04-27,01:20:26,C,F,L,M,Q,Books,Home,Drinks,Toys,Pets,202.07,99.52,10.48,9.24,4.33,4,4,19,13,56
1125,Karen Cummings,39,Other,47254.71,396,False,2022-06-24,16:30:11,C,F,J,P,Q,Books,Office,Snacks,Toys,Beauty,162.67,159.09,41.86,15.18,7.04,4,7,19,21,71
1126,Susan Carter,63,Female,68655.74,973,True,2022-11-18,04:32:23,B,E,I,M,R,Electronics,Outdoor,Food,Sports,Pets,266.94,59.39,8.19,11.72,5.62,4,6,2,19,74
1127,Wendy Bush,26,Female,53656.26,864,False,2022-08-28,13:35:29,C,E,J,M,Q,Books,Home,Drinks,Games,Beauty,427.01,11.62,49.38,11.3,1.88,4,9,1,21,24
1128,Zachary Mueller,61,Female,64164.27,300,True,2023-02-18,16:25:28,B,F,I,P,T,Clothing,Home,Drinks,Toys,Beauty,61.5,22.01,13.57,11.39,6.99,2,9,12,1,20
1129,Angela Harmon,54,Other,55031.52,206,True,2023-01-24,14:16:36,A,H,L,N,Q,Books,Office,Food,Sports,Beauty,14.24,93.32,11.91,18.53,5.06,3,5,6,23,27
1130,Stephanie Davidson,41,Male,57062.23,630,False,2022-05-06,08:32:21,A,G,J,O,R,Books,Outdoor,Food,Sports,Pets,105.91,190.03,22.81,7.73,1.05,3,3,15,5,9
1131,Joseph Bernard,40,Female,52461.57,321,True,2022-08-21,22:11:54,C,E,K,O,R,Clothing,Home,Food,Games,Beauty,299.68,70.6,22.34,1.56,2.39,3,6,3,9,86
1132,Jennifer Downs,33,Male,54004.2,7,False,2022-08-10,19:03:24,D,H,I,M,T,Electronics,Home,Drinks,Toys,Beauty,101.14,104.88,23.66,17.97,9.92,1,4,4,18,64
1133,Cheryl Fletcher,57,Male,62377.03,288,False,2022-05-01,08:50:04,A,E,K,O,T,Electronics,Home,Drinks,Games,Pets,317.58,136.35,44.68,2.81,7.92,4,1,4,36,97
1134,Amy Morgan,31,Male,48741.68,535,True,2022-07-20,19:55:06,B,E,L,P,R,Clothing,Home,Food,Games,Beauty,384.29,143.35,3.49,3.84,0.63,4,3,6,45,32
1135,Kayla Evans,25,Other,44053.46,789,True,2022-12-05,09:01:33,A,F,L,N,T,Books,Home,Food,Games,Pets,54.58,12.71,14.48,7.79,3.06,2,2,9,28,71
1136,Kayla Stewart,52,Female,47048.6,826,False,2023-02-15,22:52:58,B,F,L,P,Q,Electronics,Office,Snacks,Toys,Health,332.56,66.47,40.26,13.83,4.98,3,5,10,8,61
1137,Joshua Bowen,28,Female,46535.7,403,False,2022-07-18,21:14:16,C,H,K,O,Q,Electronics,Home,Drinks,Games,Health,441.6,191.32,31.23,7.02,2.06,3,5,15,29,7
1138,April Lamb,18,Male,68508.36,777,True,2022-07-03,22:18:56,A,G,K,N,Q,Books,Home,Food,Sports,Health,98.73,192.45,19.0,15.0,9.29,4,7,11,6,27
1139,Christopher Jones,47,Male,53198.82,224,True,2022-05-29,04:08:43,A,H,K,N,R,Electronics,Home,Food,Sports,Beauty,177.6,165.21,18.51,17.38,2.3,3,5,10,8,22
1140,Kristina Montes,52,Male,57814.38,918,True,2022-05-05,14:25:44,D,F,I,O,Q,Electronics,Office,Snacks,Toys,Health,408.69,138.38,29.33,11.67,6.46,2,6,15,11,95
1141,Paul Morrow,62,Other,56428.68,349,True,2022-05-30,00:14:26,C,E,L,M,S,Books,Home,Snacks,Games,Beauty,286.45,65.29,38.28,11.34,3.88,2,2,3,20,79
1142,James Hunt,40,Male,57261.55,920,False,2023-03-03,11:33:08,A,H,L,O,T,Electronics,Home,Food,Games,Beauty,229.12,114.81,37.73,13.58,7.41,3,2,19,39,78
1143,Patrick Velasquez,23,Female,46109.9,680,True,2022-07-23,03:59:00,B,F,L,N,S,Clothing,Outdoor,Food,Toys,Pets,77.74,123.15,30.53,4.65,5.14,3,6,9,21,97
1144,Samuel Barajas,57,Female,32872.34,137,True,2023-03-04,22:01:52,B,F,K,O,S,Electronics,Home,Food,Sports,Pets,469.91,74.28,49.61,2.66,9.17,3,8,1,49,14
1145,Michael Wright,32,Female,64147.81,339,False,2022-12-06,11:40:51,B,E,I,P,Q,Electronics,Outdoor,Drinks,Games,Pets,371.35,39.93,19.09,6.09,8.0,3,4,10,8,71
1146,Katherine Taylor,44,Other,64265.52,366,False,2022-09-09,02:31:49,D,E,K,O,T,Electronics,Outdoor,Food,Sports,Health,484.33,85.88,4.02,9.93,8.22,4,6,4,42,29
1147,Jill Williams,18,Other,52381.26,358,False,2022-04-09,12:29:08,B,F,I,N,S,Clothing,Home,Snacks,Toys,Pets,488.86,171.1,7.66,7.14,3.25,3,2,1,40,48
1148,Madeline Mcintosh,52,Male,39663.46,356,False,2022-08-16,15:02:30,C,H,J,P,T,Books,Outdoor,Food,Games,Beauty,373.16,178.34,28.74,16.75,8.83,4,8,11,30,86
1149,Brooke Davis,21,Male,54923.66,137,True,2022-08-21,13:12:05,A,F,L,P,T,Books,Home,Drinks,Sports,Beauty,287.49,158.53,14.72,16.3,9.82,2,5,17,15,43
1150,Shannon Potter,54,Male,35488.8,291,True,2022-10-03,08:43:17,C,F,J,O,T,Books,Home,Food,Toys,Pets,427.36,142.58,38.74,8.97,4.6,1,2,15,29,58
1151,Michael Thompson,26,Male,47261.6,826,False,2022-06-07,18:51:23,A,F,K,N,R,Electronics,Outdoor,Food,Toys,Beauty,484.34,113.61,19.7,15.65,6.02,3,7,19,46,89
1152,Robert Johnson,61,Other,51822.08,571,True,2022-07-10,12:53:50,A,E,K,N,R,Books,Office,Drinks,Toys,Beauty,69.35,61.13,29.22,10.84,3.11,2,8,15,44,61
1153,Steven Barber,35,Other,35549.56,320,True,2022-12-04,21:41:52,A,E,L,O,S,Electronics,Home,Snacks,Sports,Health,371.91,76.35,31.71,7.66,5.5,3,8,14,49,47
1154,Joseph Perry,26,Other,57438.49,963,False,2022-12-29,12:12:30,C,H,L,M,R,Electronics,Office,Food,Sports,Health,29.46,45.1,39.75,12.79,8.56,4,2,12,16,67
1155,Jason West,19,Male,52608.86,313,False,2023-03-31,19:40:47,A,H,J,M,T,Clothing,Home,Drinks,Toys,Pets,413.7,102.19,25.65,16.6,5.07,1,7,7,14,22
1156,Katherine Daniels,61,Male,55839.99,160,True,2023-02-06,08:16:19,C,F,K,P,Q,Electronics,Outdoor,Snacks,Toys,Beauty,344.8,115.82,33.09,2.47,9.32,3,6,13,4,44
1157,Michael Abbott,31,Other,46999.32,200,True,2022-06-08,20:49:51,C,H,I,O,Q,Clothing,Office,Food,Toys,Pets,62.05,135.03,45.07,10.04,4.51,1,1,16,9,73
1158,Shirley Allen,47,Male,54414.91,8,True,2022-10-07,00:44:56,A,H,K,P,R,Clothing,Home,Food,Toys,Beauty,314.54,8.68,40.96,19.38,9.6,3,7,7,37,46
1159,Joseph Flores,46,Male,60622.44,966,False,2022-04-09,18:41:55,D,F,L,O,T,Clothing,Office,Drinks,Sports,Beauty,445.09,101.33,16.98,8.13,4.67,1,4,13,45,55
1160,Bryan Elliott,52,Female,55016.82,659,True,2022-12-29,05:44:31,B,F,L,M,T,Books,Office,Drinks,Sports,Health,384.8,158.86,37.11,17.53,4.6,3,4,17,20,56
1161,Jesse Lawson,42,Female,51456.31,39,True,2022-07-03,21:04:02,B,E,L,P,T,Electronics,Office,Drinks,Sports,Health,238.48,118.68,6.82,2.49,3.29,3,1,13,31,39
1162,Destiny Snyder,31,Female,63445.71,601,True,2022-11-30,18:34:28,C,E,L,O,R,Clothing,Office,Drinks,Sports,Health,430.1,87.37,39.8,15.24,9.72,2,2,12,24,11
1163,Jonathan Marsh,39,Other,35836.46,485,False,2022-09-25,06:52:40,C,F,K,M,R,Books,Office,Snacks,Toys,Beauty,305.13,178.11,7.72,8.93,6.83,1,8,10,48,81
1164,Jason Rowe,27,Female,56879.38,726,False,2023-01-22,18:05:57,C,E,I,P,R,Electronics,Office,Snacks,Toys,Health,258.98,103.2,14.7,14.67,7.29,3,8,15,42,60
1165,Edward Sexton,21,Male,34757.07,399,True,2023-03-16,11:21:06,C,H,J,P,S,Electronics,Office,Drinks,Sports,Beauty,387.49,150.14,20.92,19.37,1.97,2,1,4,21,53
1166,Samuel Torres,34,Female,58763.31,435,True,2022-11-12,08:29:47,D,G,L,O,Q,Books,Outdoor,Snacks,Sports,Health,440.46,189.21,10.4,15.48,9.16,2,4,16,7,34
1167,Amy Schroeder,50,Other,59536.71,383,True,2022-11-19,15:40:15,B,F,L,O,Q,Electronics,Home,Drinks,Toys,Beauty,193.98,33.6,8.68,15.64,7.68,3,4,9,15,87
1168,Eric Adkins,36,Female,40777.26,801,True,2022-08-25,20:06:41,A,G,J,P,Q,Books,Home,Snacks,Sports,Pets,19.31,161.49,29.34,1.72,3.57,4,6,13,34,53
1169,William Mcguire,44,Female,55545.32,774,True,2023-02-11,21:11:21,A,E,J,N,Q,Electronics,Home,Drinks,Sports,Beauty,437.09,153.27,6.16,9.42,2.74,3,5,13,39,34
1170,Gina Adkins,53,Male,43357.81,313,False,2023-02-15,11:38:54,A,E,I,M,Q,Clothing,Outdoor,Food,Games,Health,390.61,42.33,35.2,15.84,3.07,1,2,12,31,46
1171,Jessica Mccarty,35,Other,42202.25,653,False,2022-04-19,00:42:41,C,H,I,M,S,Clothing,Office,Drinks,Toys,Beauty,101.39,76.93,11.95,16.59,8.91,2,1,3,34,71
1172,Charles Alexander,56,Male,41224.15,521,False,2022-12-30,09:21:01,D,G,J,M,R,Clothing,Outdoor,Snacks,Sports,Health,194.32,69.28,23.27,5.59,7.54,4,7,11,36,70
1173,James Vega,42,Female,57925.16,892,False,2022-08-20,13:55:34,D,G,J,M,R,Books,Home,Food,Sports,Pets,295.45,128.05,23.01,9.32,2.33,1,8,15,30,42
1174,Paige Hawkins,31,Other,33662.86,381,False,2022-10-14,09:09:11,D,E,J,N,T,Books,Office,Drinks,Games,Health,483.65,141.38,47.98,5.73,0.67,3,5,8,29,94
1175,Diana Thompson,41,Other,61593.39,134,True,2022-05-16,22:21:41,A,E,K,N,R,Electronics,Office,Snacks,Toys,Beauty,131.4,130.01,30.36,6.94,7.43,2,3,4,12,28
1176,Kellie Wood,18,Other,58507.81,294,True,2023-03-25,14:48:25,D,G,L,P,R,Books,Outdoor,Drinks,Sports,Pets,319.27,97.33,5.18,8.48,4.69,4,6,11,17,59
1177,Ann Oneill,35,Other,38562.13,609,False,2023-01-15,22:03:23,A,H,K,P,T,Electronics,Outdoor,Drinks,Games,Health,449.33,90.32,21.62,2.5,6.3,1,1,17,25,88
1178,Steven Parrish,44,Male,38465.66,493,False,2022-08-30,14:41:05,A,H,J,M,T,Electronics,Office,Food,Toys,Health,117.49,87.36,32.27,18.91,5.46,4,9,8,40,61
1179,Brandon Deleon,59,Other,43674.75,875,True,2022-09-24,07:56:19,A,F,K,M,S,Clothing,Home,Drinks,Sports,Pets,232.34,114.41,39.16,18.36,5.5,3,9,14,9,37
1180,Joshua Miller,25,Other,47918.79,752,False,2022-10-18,11:14:48,A,H,K,O,R,Clothing,Office,Snacks,Sports,Pets,463.94,61.74,29.57,7.07,3.71,1,5,14,1,43
1181,Jennifer Stout,64,Female,27305.34,165,False,2022-08-30,07:04:24,D,G,K,P,R,Clothing,Outdoor,Snacks,Sports,Pets,194.88,98.03,37.57,2.16,7.49,1,8,13,44,70
1182,Renee Thompson,50,Male,74888.18,50,False,2022-06-15,09:18:07,C,E,L,O,S,Clothing,Office,Food,Sports,Pets,365.23,151.63,2.75,12.31,6.14,4,2,3,6,64
1183,Robert Rose,30,Female,61324.03,110,True,2022-12-30,08:40:57,B,H,K,N,T,Electronics,Outdoor,Drinks,Sports,Pets,11.74,44.55,3.31,1.22,9.58,2,5,15,24,47
1184,Amy Anderson,62,Female,58849.98,573,False,2022-12-14,11:02:55,D,H,I,N,S,Electronics,Outdoor,Snacks,Games,Pets,202.39,146.47,40.6,1.48,8.78,4,2,1,29,5
1185,Maria Ochoa,19,Female,53936.54,208,True,2022-05-03,16:48:34,A,H,I,P,S,Books,Outdoor,Food,Games,Pets,445.21,148.64,9.99,17.92,4.25,3,8,14,45,98
1186,Nicholas Anderson,38,Male,61795.53,268,False,2022-06-13,17:33:56,B,E,K,P,T,Electronics,Office,Snacks,Toys,Pets,127.28,72.8,18.66,11.1,7.56,4,6,13,18,24
1187,Jonathan Williams,58,Male,50793.21,667,True,2023-01-13,15:51:57,A,G,I,P,S,Books,Outdoor,Food,Sports,Beauty,251.01,29.38,10.92,12.16,8.42,1,9,11,38,84
1188,Rebecca Wood,51,Male,40792.65,243,True,2022-05-16,16:06:59,B,E,J,O,R,Clothing,Home,Food,Sports,Beauty,182.54,102.89,43.53,16.59,7.69,4,2,3,48,95
1189,Scott Barton,43,Other,64568.42,206,False,2023-02-08,02:46:13,B,H,I,P,R,Books,Home,Snacks,Toys,Pets,289.72,15.7,37.3,6.88,4.51,3,3,18,21,84
1190,Kellie Barton,52,Female,41364.88,624,True,2022-06-20,06:59:33,A,F,I,M,R,Electronics,Office,Drinks,Games,Pets,182.77,23.5,39.24,19.71,3.68,3,9,11,42,81
1191,Angel Shields,39,Other,33632.47,441,True,2023-03-17,06:24:08,D,E,J,M,R,Electronics,Home,Drinks,Sports,Pets,401.66,129.66,41.54,11.77,9.62,2,5,18,1,64
1192,Heather Sanchez,24,Other,49280.95,224,False,2022-12-02,13:44:54,C,E,I,P,R,Clothing,Home,Food,Games,Pets,351.34,174.82,22.3,2.95,5.8,1,7,13,37,7
1193,Mark Juarez,21,Female,47493.24,99,True,2022-04-28,18:13:26,B,H,L,M,T,Clothing,Office,Snacks,Games,Pets,284.63,111.7,40.57,12.37,1.76,1,7,9,32,65
1194,Dennis Alexander,39,Other,43024.31,463,True,2022-07-20,00:48:07,C,G,J,O,Q,Books,Home,Food,Games,Pets,46.88,163.48,36.2,9.3,0.73,4,9,16,42,61
1195,David Johnson,28,Other,53309.3,182,False,2023-01-24,03:59:07,C,E,K,P,R,Electronics,Office,Snacks,Games,Beauty,72.22,61.35,38.28,9.78,9.36,4,4,13,23,92
1196,Joseph Sweeney,50,Male,54311.64,707,True,2022-12-04,07:25:49,C,F,L,O,S,Electronics,Home,Snacks,Sports,Health,121.83,162.4,33.07,5.67,4.9,2,5,14,21,44
1197,Bryan Sullivan,29,Other,40051.19,711,True,2022-09-16,18:06:31,D,F,J,P,S,Books,Outdoor,Drinks,Toys,Pets,208.87,54.15,4.19,18.73,9.87,4,6,15,28,13
1198,Brittany Newman,61,Male,59049.55,277,False,2022-10-13,03:05:47,C,E,L,O,S,Clothing,Office,Drinks,Games,Beauty,39.72,130.24,32.08,15.01,3.73,3,1,13,42,42
1199,Autumn Cox,50,Female,36240.1,298,True,2022-05-03,21:47:35,D,E,L,N,S,Electronics,Home,Food,Sports,Health,155.16,26.64,15.16,12.35,9.26,4,4,6,18,37
1200,Joshua Rodgers,52,Other,46404.43,345,False,2023-03-22,08:31:53,D,E,I,M,S,Clothing,Office,Snacks,Toys,Beauty,269.03,169.34,9.77,17.39,8.37,4,8,14,17,75
1201,Kimberly Anthony,35,Other,49321.24,605,False,2022-12-27,17:54:04,D,G,I,N,T,Clothing,Outdoor,Drinks,Toys,Health,195.82,74.85,42.23,18.9,4.54,4,2,8,38,80
1202,Mrs. Amanda Dennis,35,Female,44881.36,988,False,2023-01-12,06:19:22,C,E,L,M,Q,Books,Home,Drinks,Sports,Pets,160.22,73.43,5.4,10.63,8.81,2,8,14,47,44
1203,Kayla Carroll,51,Male,36273.54,686,False,2022-10-07,09:38:21,D,H,K,O,Q,Books,Office,Food,Toys,Pets,145.09,15.33,18.66,10.2,8.27,2,7,6,24,60
1204,Lauren Cardenas,29,Female,36225.86,505,False,2022-10-19,18:05:51,B,F,I,M,R,Clothing,Outdoor,Snacks,Games,Pets,367.63,63.7,37.16,13.85,2.9,2,9,12,35,38
1205,Paul Holland,52,Male,51555.59,631,False,2023-01-05,12:27:30,B,F,L,P,S,Clothing,Office,Snacks,Sports,Beauty,361.51,51.09,44.43,1.57,5.66,2,2,3,5,75
1206,Jesse Williams,20,Other,47018.62,161,False,2022-12-09,23:26:00,C,G,J,P,T,Clothing,Home,Food,Sports,Beauty,462.1,97.2,16.65,1.55,6.24,4,6,16,28,79
1207,Clayton Rowe,23,Male,62345.15,919,True,2022-08-21,01:34:09,A,F,I,M,S,Books,Home,Food,Games,Health,271.34,75.72,46.45,19.45,8.37,1,4,10,13,4
1208,Robin Cunningham,38,Other,48278.49,520,True,2022-04-29,02:22:45,B,F,L,O,R,Books,Home,Drinks,Toys,Beauty,387.25,94.14,28.75,18.1,4.5,1,5,3,16,58
1209,Kyle Ramos,27,Other,25957.15,255,False,2023-02-27,04:32:05,D,H,L,O,S,Electronics,Outdoor,Drinks,Toys,Pets,304.74,132.73,25.58,9.27,2.64,4,6,13,30,57
1210,Anna Joseph,46,Female,43454.57,507,True,2023-03-07,10:15:46,C,G,L,N,Q,Electronics,Home,Snacks,Games,Health,34.13,112.52,28.51,6.32,0.83,1,3,7,39,95
1211,David Bradford,60,Other,48418.22,655,False,2023-03-28,18:35:35,A,G,J,M,T,Books,Home,Drinks,Games,Health,453.28,14.04,20.85,13.12,8.96,3,9,18,32,73
1212,Wanda Wood,60,Female,64739.05,183,False,2022-10-08,02:55:25,C,F,J,N,Q,Electronics,Office,Food,Games,Beauty,148.13,131.16,38.97,2.26,7.83,1,1,3,1,63
1213,Jennifer Estes,51,Female,56837.46,673,True,2022-09-29,13:28:42,D,F,L,N,Q,Books,Home,Drinks,Sports,Pets,175.75,126.41,3.95,11.22,2.78,2,2,19,44,91
1214,Daniel Glass,21,Other,38026.94,808,False,2022-08-12,20:48:13,D,E,L,O,R,Books,Office,Drinks,Games,Pets,223.64,77.12,30.01,9.65,1.15,3,4,14,11,68
1215,Mrs. Patricia Rogers,28,Other,43015.34,315,False,2022-06-09,04:32:18,B,G,K,O,R,Electronics,Outdoor,Snacks,Games,Health,449.2,87.23,34.37,17.08,5.72,2,4,16,13,85
1216,Christina Burgess,58,Male,77212.76,285,True,2022-12-21,03:30:02,D,G,I,N,T,Clothing,Home,Drinks,Toys,Beauty,371.92,160.27,24.56,15.84,4.87,3,6,16,5,81
1217,Ashley Blankenship,45,Male,66011.73,262,False,2023-03-03,09:09:28,B,G,L,P,Q,Books,Home,Snacks,Toys,Health,255.46,123.77,41.16,10.52,2.84,3,2,9,45,69
1218,Kenneth Davidson,22,Male,58816.04,526,True,2022-11-22,08:34:33,A,G,J,M,Q,Clothing,Outdoor,Food,Games,Beauty,420.37,161.84,24.2,15.2,3.29,3,3,8,40,55
1219,Brenda Smith,31,Other,41479.8,880,True,2022-04-13,15:12:22,B,F,K,N,T,Books,Office,Snacks,Toys,Pets,453.56,61.36,7.59,16.44,3.53,1,3,15,34,47
1220,Lisa Mcguire,47,Other,64289.95,141,True,2022-09-14,09:19:11,D,H,I,N,T,Electronics,Office,Snacks,Sports,Health,188.81,150.51,19.55,4.88,1.27,3,2,16,34,35
1221,Bradley Daniels,39,Male,53244.79,741,True,2022-07-08,12:32:09,A,E,J,N,S,Clothing,Home,Snacks,Sports,Health,164.01,125.69,8.97,1.91,8.47,1,7,2,9,82
1222,Victor Brown,61,Other,55400.45,583,False,2023-03-26,00:13:02,B,G,L,M,Q,Electronics,Office,Snacks,Toys,Pets,433.56,136.51,41.43,7.33,7.73,3,5,5,39,27
1223,Christopher Little,63,Other,42911.91,544,False,2022-06-19,19:23:58,B,G,J,M,Q,Clothing,Home,Food,Games,Pets,462.74,162.88,10.61,17.05,3.58,4,3,9,36,8
